127.0.0.1 - - [10/Jun/2025:13:13:28 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:30:57 +0530] "GET /Student_management_systems/index.html HTTP/1.1" 200 3302
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:30:57 +0530] "GET /Student_management_systems/images/student.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:30:58 +0530] "GET /Student_management_systems/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:30:58 +0530] "GET /Student_management_systems/images/student.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:30:59 +0530] "GET /Student_management_systems/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:30:59 +0530] "GET /Student_management_systems/images/student.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:30:59 +0530] "GET /Student_management_systems/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:31:00 +0530] "GET /Student_management_systems/images/student.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:31:00 +0530] "GET /Student_management_systems/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:31:00 +0530] "GET /Student_management_systems/images/student.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:31:00 +0530] "GET /Student_management_systems/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:31:00 +0530] "GET /Student_management_systems/images/student.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:31:00 +0530] "GET /Student_management_systems/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:31:00 +0530] "GET /Student_management_systems/images/student.png HTTP/1.1" 404 805
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:32:26 +0530] "GET /Student_management_systems/index.html HTTP/1.1" 200 3220
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:32:33 +0530] "GET /Student_management_systems/StudentLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:32:33 +0530] "GET /Student_management_systems/StudentLogin.jsp HTTP/1.1" 200 1035
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:32:37 +0530] "POST /Student_management_systems/StudentLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:32:37 +0530] "GET /Student_management_systems/StudentDashboard.jsp HTTP/1.1" 200 1162
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:32:40 +0530] "GET /Student_management_systems/LogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:32:40 +0530] "GET /Student_management_systems/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:32:44 +0530] "GET /Student_management_systems/AdminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Jun/2025:13:32:44 +0530] "GET /Student_management_systems/AdminLogin.jsp HTTP/1.1" 200 1226
